ID,Esai,Gaya Belajar,Tipe Kepribadian,,
112,"saya kebanyakan belajar ketika ada tugas, mendekati ujian atau jika ada ulangan harian, saya biasanya belajar dirumah atau terkadang juga ditempat les, saya lebih nyaman belajar sendiri karena menurut saya itu lebih masuk atau dapat dicerna dengan baik oleh saya, dan saya juga mudah menghafal atau paham jika belajar sendiri | cara saya menghafal biasanya dengan menghafalkannya berulang ulang kali atau bisa juga dengan cara mengerjakan latihan latihan soal, saya lebih suka memahami materi dengan belajar mandiri tetapi saya juga lumayan suka mendengarkan penjelasan dari orang lain | kondisi belajar yang paling saya suka adalah dengan keadaan tenang dan sunyi jika menghafal, tapi kalo hanya mengerjakan tugas biasa saya lebih suka dengan mendengarkan musik atau dengan menonton, saya lebih bersemangat jika berada dilingkungan yang tidak terlalu ramai taoi juga tidak terlalu sepi | jika saya kesulitan dalam belajar saya biasanya akan bertanya kepada guru saya, atau jika tidak biasanya saya akan mencari solusi melalui google atau aplikasi lainnya. saya lebih suka mencari cara untuk menyelesaikannya dulu terlebih dahulu jika memang masih engga bisa, sayaa baru akan mencari bantuan | dari cara saya belajar saya dapat mengetahui bahwa diri saya adalah pribadi yang sangat memplaning segala sesuatu yang penting",K,Introvert,,
113,"saat hari hari sekolah saya biasanya belajar pada malan hari setelah sholat isya, tapi saat weekend saya suka belajar diluar bersama teman teman saya | cara saya memahami materi adalah dengan mendengarkan penjelasan materi dari guru terlebih dahulu lalu mencoba mengerjakan contoh soal"" dan apabila kesulitan saya dapat bertanya kepada teman saya yang sudah paham | lingkungan belajar yang tenang dan nyaman dapat membuat saya lebih fokus belajar | saya akan bertanya kepada teman saya yang sudah paham materinya | saya suka belajar karena dengan belajar saya mendapatkan pengetahuan baru dan saat saya bisa memecahkan soal soal saya merasa ada kepuasan tersendiri terhadap diri saya, namun saya juga mudah lupaa tentang apa yang saya pelajari  terutama rumus rumus karena saya tidak menerapkanya dikehidupan saya sehari hari",K,Ekstrovert,,
114,"saya belajar dgn cara mencatat ulang lalu dihafalkan,biasanya mlm hari di kamar,suasananya biasa aja,lebih nyaman sndiri krn lbih fokus | melihat yt lalu dicatat dan mencoba mengerjakan soal,lebih suka belajar mandiri | saat malam yg sepi & dingin ada makanan ada minuman jg musik ,suasana yg tenang | dari yt lalu jika msh blm phm tanya teman,mncoba mnylesaikan sndri dahulu | ngga ada yg ingin dirubah dan hanya perlu menambah fokus",K,Introvert,,
115,"biasanya belajar di rumah, suasana yang saya suka sepi biar fokus.dan saya lebih nyaman belajar sendiri  | cara memahami materi dengan mencatat point point penting dan langsung menghafalkan,lebih suka memahami materi dengan melalui berdiskusi  | kondisi belajar yang saya sukai yang tenang dan tidak ramai  | kesulitan yang saya hadapi dalam belajar adalah melawan malas,dan solusinya dengan melihat materi melalui video | sebagai pelajar saya belajar kedisplinan,yang ingin saya pertahankan adalah belajar dengan mencata point penting ",K,Ekstrovert,,
116,"saya belajar hanya saat ada ujian saja karna menurut saya belajar 8jam di sekolah sudah sangat cukup , saya lebih nyaman belajar bersama orang lain karna jika saya sendiri tidak akan belajar  , tetapi akan main hp  | cara saya memahami materi adalah dg cara membaca lalu menuliskan ulang di buku  , saya menyukai semuanya kecuali belajar mandiri | kondisi belajar yang paling saya sukai adalah ruangan yang tidak berisik dan tidak gelap ruangan itu cocok untuk saya karna saya orangnya mudah hilang fokus jika di sekitar saya banyak gangguan seperti suara dll | ketika saya menghadapi kesulitan dalam mempelajari materi , saya akan menghubungi teman saya untuk menjelaskan ulang , jika teman saya juga gabisa biasanya saya akan mencari di youtube tentang materi tsb | sebenernya gaada yang perlu di pertahanin soalnya menurut saya cara belajar saya tidak baik. justru harus di rubah",K,Ekstrovert,,
117,"Kebiasaan belajar saya sehari-hari biasanya dilakukan pada malam hari, sekitar pukul 19.00 hingga 21.00, saat suasana rumah sudah mulai tenang. Saya lebih suka belajar di meja belajar kamar sendiri karena kondisinya yang hening dan minim gangguan. Mengenai kenyamanan, saya jauh lebih nyaman belajar sendiri. Alasannya, saya bisa mengatur kecepatan belajar saya sendiri tanpa merasa terburu-buru atau terhambat oleh orang lain, serta lebih mudah untuk tetap fokus pada materi yang sedang didalami. | kalau materi perhitungan, pertama saya mencatat rumus' sama memahami saat menulis, jika udah saya mencermati rumus itu. setelah dicermati saya mencari' contoh soal yang sama dengan materi itu. kalau materi teori saya lebih suka membaca dulu stelah itu memahami dgn melihat video di yt atau mendengarkan guru saat menjlaskan | kondisi belajar yang paling membuat fokus yaitu saat suasananya tenang, kalau saat belajar sendiri saya lebih suka belajar dengan mendengarkan musik. kalau di lingkungan ramai itu bisa lebih semangat karena seru, tapi kalau tenang lebih membuat saya lebih fokus | Ketika menghadapi tantangan atau kesulitan dalam belajar, hal pertama yang saya lakukan adalah mencoba menyelesaikannya sendiri terlebih dahulu. saya biasanya akan membaca ulang materi terkait atau mencari referensi tambahan melalui internet dan video edukasi untuk mendapatkan pemahaman yang lebih luas.Jika setelah mencoba mandiri saya masih menemui jalan buntu, saya akan meminta bantuan orang lain seperti teman diskusi atau bertanya langsung kepada guru. | selama ini yang membuatku lebih mengejar nilai saat lingkungan kelasnya pada rajin"". jadi saya dapat termotivasi kalau teman"" rajin saya juga harus lebih rajin lagi daripada sebelumnya",K,Ekstrovert,,
118,"saya biasanya belajar bisa dimana saja namun harus ditempat yang tenang dan sendiri, saya biasanya belajar dengan memahami soalnya terlebih dahulu lalu membaca dan sedikit menghafal. jika tentang hitungan saya lebih ke menonton vidio penjelasan dan contoh soal lalu mengerjakan sebanyak banyaknya.  | saya melakukan pendekatan secara berlapis tentang belajar mandiri. saya lebih suka memahami melalui pendengaran dari orang lain dan saya akau mendengarkan lebih dari 2orng lalu membandingkan jawaban mereka, untuk jawaban akhir saya lebih suka membandingkan dengan diri sendiri.  | kondisi saat malam hari yang sunyi saya suka karena itu membuat pikiran lebih tenang dan lebih nyaman untuk beradu argumen dengan pikiran saya sendiri. saya biasanya cenderung suka lingkungan yang tenang.  | biasanya saya akan mengumpulkan niat terlebih dahulu dan saya akan menjauh dari hp. materi yg tidk saya pahami saya akn meminta penjelasan dari orang lain lalu meminta contoh soal lalu saya mengerjakan dan saya minta untuk minta pembetulan dari orang tersebut.  | saya mempelajari bahwa selama pikiran kita terjaga maka kita akan mudah mengendalikannya dan saya akan selalu berusaha untuk menjaga pikiran saya tetap tenang dan rileks. saya akn mempertahankannya. sikap saya slama ini pada lingkungan belajar baru bisa saya sesuaikan tergantung dengan diri saya sendiri. ",V,Introvert,,
119,"saya biasanya belajar disekolah bersama dengan teman teman saya, karena saya merasa akan lebih mudah memahami materi jika mengerjakannya bersama teman teman saya..namun ketika sedang ujian saya lebih suka belajad sendiri ditempat yang tenang dan hanya ada saya, saya merasa jika di tempat yang tenang akan lebih fokus dan materi yang saya pelajari bisa saya pahami dan saya ingat. | saya suka memahami materi jika berdiskusi atau bertanya dengan teman teman saya, karena terkadang beberapa guru menjelaskan materi namun saya kurang paham sehingga saya berdiskusi dengan teman saya jika teman saya kurang paham, kami akan belajar memahami materi ssndiri lewat media sosial atau youtube, saya lebih suka jika materinya dijelaskan lalu kami mencatat matereri yang sudah dijelaskan..karena benerala guru hanya menjelaskan saja tanpa mencatatkan atau mengirim ppt materi tersebut | saat saya belajar, saya lebih suka suasane yang tenang dan sepi..karena itu dapat membantu saya memahami materi dan fokus untuk belajar sehingga materi yang saya pelajari bisa masuk ke otak saya..saya bisa memposisikan diri saya, saat sedang bersama teman teman saya disuasana yang ramai saya bisa bersemangat, namun saat di suasana yang tenang saya juga bisa menyesuaikan tempat tersebut | saya merasa saya sulit memahami beberapa materi yang duberikan guru saya, menurut saya tantantannya saya harus belajar sendiru untuk benar benar memahami materi tersebut..biasanya saya mencari materi tersebut dari internet dan bertanya kepasa teman teman saya.. | saya ingin terus belajar untuk mengetahui materi yang ada walaupun saya kurang semangat untuk memelajarinya, namun saya akan mencoba untuk konsisten belajar",R,Ekstrovert,,
120,"aku biasanya belajar di sekolah, dimulai dari jam 7 pagi dan selesai belajar jam setengah 4 sore. Suasana di sekitar ku biasanya ramai dan asik, jadi aku lebih suka belajar bersama orang lain daripada belajar sendiri | aku biasanya kalau ingin memahami materi itu langkah awal pasti aku bertanya kepada yang bersangkutan, atau ngga aku lihat materi di google atau lihat video penjelasan di YouTube  | aku lebih suka suasana yang tenang saat belajar, karena suasana tenang ga bikin aku kepikiran hal lain saat belajar. belajar sambil dengerin lagu, top tier ⭐️⭐️⭐️ | aku ketika menghadapi tantangan belajar pasti aku coba dulu sendiri, kalau bingung banget baru aku tanya ke guru atau pembimbing di kelas | mungkin aku mau merubah diriku yang lemot ini kalau lagi pelajaran, soalnya kadang kaya orang bingung #jujur",V,Ekstrovert,,
121,"kebiasaan saya saat belajar bersama teman’ dekat, biasanya saya belajar di sklh atau di rumah teman sehabis pulang sekolah taua saat hari libur, suasana belajar disekitarku sangat seru dan saling membantu satu sama lain, saya suka belajar bersama’ karena belajar bersama sama bisa saling tanya-tanya materi yang dibingungkannya | saya paling suka belajar materi melalui diskusi karena dengan diskusi kita dapat mendengar penjelasan/pendapat orang lain yang kita tidak ketahui  | suasana yang tenang tapi menghibur karena dengan begitu saya belajarnya tidak mudah jenuh dan saya lebih semangat saat berada di lingkungan yang ramai tapi tenang | saya akan bertanya kepada teman saya yang sudah paham dengan materi tsb dan menanyakan caranya agar bisa keluar dari masalah tsb  | ingin mengubah diri saya yang dulu sampai saat ini masih lebih bergantung pada orang lain dan kedepannya ingin menyelesaikannya dendiri dulu baru meminta pendapat orang lain",A,Ekstrovert,,
122,"Dengan cara membaca, berlatih melalui latihan soal dan mengerjakannya dgn membuka catatan serta membandingkan jawaban dr internet. suasana yang ada d sekitar saya biasa sih ga gimana² ada kalanya ramai ada kalanya tenang. tergantung dengan siapa partner belajar saya, jika orang nya bisa membuat saya merasa terdorong untuk belajar dan tidak malas² an saya suka, tp jika tidak bs serius hanya bisa bercanda dan mengandalkan orang lain saya kurang suka. | melalui les biasanya, kalau ga ya pahami sendiri atau tanya ke guru mapel. jujur kl memahami materi saya lebih suka mendengarkan penjelasan orang lain dengan keadaan lingkungan sekitar yg tenang. | Lingkungan sekitar yang tenang, karena dgn itu kita bisa lebih fokus mendengarkan penjelasan dan dapat mencerna penjelasan tanpa terganggu dari sekitar orang. saya lebih bersemangat di lingkungan yang suasananya tenang. karna jika lingkungan nya ramai saya susah untuk konsentrasi. | karna saya mengikuti bimbel di salah satu bimbel, saya menggunakan fasilitas yang namanya TST, dibantu dgn guru mapel dr bimbel tersebut dengan penjelasan yang lengkap, rinci, dan mudah dipahami. tergantung bagaimana soal dan materi, jika merasa sulit saya langsung mengajukan jadwal TST, jika merasa mudah dan saya paham dgn materinya saya mengerjakan sendiri. | Saya adalah orang yang mudah ter distrake,, saya lumayan sulit memahami jika penjelasan yang di beri susah di pahami dan tidak jelas. kadang saya merasa rajin tapi 15 menit kemudian saya merasa malas. saya ingin sekali mempertahankan ke rajinan saya untuk belajar, dan semangat untuk belajar. saat di lingkungan belajar yang baru saya berusaha untuk beradaptasi",K,Ekstrovert,,
123,"kegiatan pembelajaran sehari hari cukup seru,saya lebih suka belajar bersama karena bisa bertanya dan berargumen bersama teman  | cara memahami materi dengan cara latihan soal,saya lebih suka memahami materi dengan belajar mandiri  | kondisi belajar yang paling baik ketika keadaan tenang karena tidak ada gangguan ketika guru menjelaskan, lingkungan ramai atau suasana tenang saya suka 2 2 nya tergantung suasana  | saya biasanya bertanya kepada teman jika teman tidak paham baru bertanya guru,saya lebih sering mencoba menyelesaikan sendiri jika tidak bisa baru bertanya  | refleksi pembelajaran ini lebih mengenal diri sendiri,tidak ada yang ingin diubah",K,Ekstrovert,,
124,belajar bareng teman karena bisa kerja sama | memahami materi melalu diskusi | lebih bersemangat yang agak ramai  | mencoba menyelesaikan sendirii terlebih dahulu baru minta bantuan orang lain | udah cukup,K,Ekstrovert,,
125,"aku terbiasa belajar sistem kebut semalam, tapi biasanya aku juga ada les privat di rumah karena suasananya lebih intens & aku jadi lebih berani buat menanyakan materi, utk lebih nyamannya itu tergantung kalo tugasnya dalam bentuk tugas besar aku prefer berkelompok tp utk tugas kecil simple aku nyaman belajar sendiri | cara biar aku lebih paham sama materi itu biasanya aku baca” lagi materinya di rumah sampe bener” paham kadang aku juga contohin ke benda disekitarku biar mudah diinget dan juga dengerin penjelasan orang lain | aku lebih bisa fokus belajar di suasana yang tenang karena kalo di suasana yg ramai fokus ku jd kepecah & malah gabisa belajar samsek tp klo utk mencatat materi aku bisa sambil puterin musik/ sambil wfc  | kalo aku ngerasa sulit buat memahami materi kadang aku intropeksi diri kira” apa yg buat aku gabisa fokus dlm belajar, kalo masih blm terpecahkan aku sering curhat minta bantuan kakak buat kasih motivasi & ceritain reason knp aku bisa buntu dlm belajar | yang aku pelajari selama ini itu ternyata aku ga seambis itu dibanding temen” kelas yg sekarang, mungkin dari itu aku bisa lebih banyak belajar & kurangi belajar sistem kebut semalam kalo pas mau ujian aja, utk sikap ku di lingkungan belajar yang baru aku pasti lebih malu” dan kurang maksimal karena blm kenal dgn lingkungannya",R,Introvert,,
126,"Biasanya saya belajar sendiri di rumah, kadang juga sama temen di tempat bimbel pada sore hari, suasananya lebih seru pas sama temen karna jadi ga bosen dan bisa diskusi mengenai materi yang sedang di pelajari. | Untuk memahami materi saya sering menonton tutor menghitung rumus di internet dan juga saat bimbel saya suka berdiskusi dengan teman les dan mendengarkan penjelasan dari guru lalu mengulas ulang materi dengan belajar sendiri mandiri | yang bikin fokus itu suasana tenang seperti di kamar sendiri karena ga ada suara berisik dan sambil mendengarkan lagu instrumental. | Saat sulit memahami materi saya sering bertanya pada guru bimbel maupun orang tua saya dan kadang juga mencari tutorial rumus di internet. | Saya belajar bahwa pemahaman terbaik bukan sekadar menghafal, melainkan memahami konteks dari setiap materi yang masuk.",K,Ekstrovert,,
127,"saya biasa belajar di kamar dan di kelas, terkadang di tempat umum seperti perpustakaan atau tempat cafe atau rumah teman dll.... dengan suasana yang terkadang ramai terkadang sepi.... namun paling sering dalam keadaan sepi. kalau untuk belajar sendiri atau bersama saya tidak masalah untuk kedua nya semua nya nyaman, bersama jadi asik dan relasi serta hubungan dengan teman jadi luas, kalau  saya biasanya sendiri harus di sertai lagu biar tidak bosan.... ya kalau sendiri itu terkadang susah buat belajar rasa bosan dan malas tertancap dalam tubuh hingga saya luruh.... makanya saya biasanya di sertai lagu biar tidak bosan, atau melihat vidio pembelajaran visual yang menarik. | ini saya di bagi menjadi 3 tahap, tahap pertama : saya condong ke mendengarkan penjelasan orang lain (dari guru, teman), yang nanti setelah itu baru ke tahap ke dua : berdiskusi, tapi ini opsional jadi tergantung teman saya mau apa enggak, sama situasi sekeliling nyaman buat diskusi atau enggak, lalu terakhir tahap ketiga : belajar mandiri, jadi fase ini saya menelaah lebih teliti dengan konsentrasi yang berbeda lebih serius ajah.... jadi informasi yang saya dapat dari kedua tahap itu saya pelajari lagi di tahap ketiga. kesimpulan nya ketiga metode tadi saya gunakan dalam metode pembelajaran.... dan ketiganya suka | suasanya yang cocok untuk saya belajar yang paling condong ke suasana hujan grimis disertai angin sembribit, mengapa ?, karena suasana itu memberikan ketenangan batin hanya jadi memudahkan terfokus pada satu hal ""belajar"". lalu ada suasana senja langit sore yang indah dan disertai lagu jazz, penjelasan juga sama seperti hujan sama sama menenangkan batin. | untuk kesulitan biasanya saya komunikasikan kepasa teman saya atau melihat berbagai vidio pembelajaran yang baik dan efektif, melatih pengontrolan waktu dan ketahanan konsentrasi dalam  belajar | banayk yang saya pelajari tatacara untuk konsisten dalam belajar, bagai mana cara untuk menghilangkan rasa malas, dan lain sebagainya, iya saya mencoba untuk konsisten dan mencoba mengabulkan keinginan saya untuk giat dalam belajar dengan suasan yang nyaman dan menenangkan batin, untuk lingkungan belajar baru, saya berubah menjadi MAHORAGA 👑",A,Ekstrovert,,
128,"Aku terbiasa belajar dirumah, jarang sekali belajar di tempat lain seperti di coffe shop, rumah teman, atau study place lainnya. Suasana belajar di rumah cukup hening, tidak ada hal lain yang mengalihkan rasa fokusku saat belajar. Belajar sendiri juga lebih nyaman daripada berkelompok, karena aku ingin berusaha sendiri dan mencoba sendiri tanpa melibatkan orang lain.  | Caraku memahami materi baru dengan me-review materi-materi yang sudah pernah kucatat. Jika belum paham aku akan membuka video tutorial atau membaca artikel yang menjelaskan terkait materi yang sedang kupelajari. Diskusi tidak mebuatku benar-benar memahami materi, tetapi jika aku mendengarkan penjelasan orang lain aku jauh lebih paham karena penyampaiannya mudah dimengerti. | Aku suka suasana belajar yang tenang, tidak ada keramaian. Suasana ini cocok untukku karena aku lebih fokus memahami materi dan lagi-lagi tidak mengalihkan rasa fokusku saat belajar | Aku biasanya mencari video tutorial dan membaca artikel untuk membantuku memahami materi yang menurutku itu sulit. | Aku suka menunda-nunda waktu saat belajar, terkadang aku malas untuk belajar. Yang ingin aku rubah adalah kebiasaan burukku seperti rasa malas dan menunda-nunda waktu dalam belajar",R,Introvert,,
,,,,,
,,,,,
,,Jumlah ,,,
,,Gaya Belajar,,Tipe Kepribadian,
, ,V :,10,Eks :,91
,,A :,18,Int : ,37
,,R :,25,,
,,K :,75,,
